name,location,venue_type,website,capacity,parking,catering,accommodation,facilities,contact_name,contact_email,contact_phone,facebook,instagram,twitter,linkedin,tiktok,description,address,postcode,source,scraped_date,source_url,detected_town,christmas_party,private_dining,outdoor_space,wedding_licensed,parking_onsite,accommodation_onsite
Hilton Dartford Bridge Hotel,Kent,Party Venue,http://www.hilton.com,Medium (1-150),No parking,No on-site catering,No on-site accommodation,×,Bookings Administrator,,01322 284444,,,,,,"Marquee Venue Medium (1-150) Next to the Queen Elizabeth II bridge over the River Thames, this modern hotel is 1.1 miles from Stone Crossing train station and 2 miles from the Bluewater shopping mall. Bright rooms come with flat-screen TVs and Wi-Fi (fee), as well as work desks with ergonomic chairs, and tea and coffeemaking equipment. Upgraded rooms add iPod docks and complimentary wine. Suites come with separate living areas. There's a restaurant with bridge views, a relaxed bar, and a lounge offering coffee drinks and snacks. Other amenities include an indoor pool and a fitness room, as well as a business centre and 8 meeting rooms","Masthead Cl, Dartford, Kent, DA2 6QF",DA2 6QF,venues4hire.org,2026-09-03T10:07:14.300122,https://venues4hire.org/venue/details/24779/hilton-dartford-bridge-hotel-marquee-venue,dartford,False,False,True,False,False,False
Hoath House - Marquee Venue,Kent,Party Venue,http://hoathhouse.com/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Bookings Administrator,,07973 842139,,,,,,"Marquee Venue Medium (1-150) Located on the High Weald Area of Outstanding Natural Beauty, Hoath House sits overlooking the border between Kent and Sussex.   It is the perfect setting for a large family or group event; be it a wedding, a party or a holiday.  Hoath House and the Tudor Wing if taken together  can sleep 43 in fifteen rooms.  Hoath house offers seven double  bed rooms, of which four will comfortably fit a family, three can be made into twin rooms at your convenience, six are en-suite. There is a snug that can be turned into an eighth room.  You can come and stay, have an away day,  throw a party, get married and have a party afterwards, or you can just come to relax in the six acre gardens at the top of the garden of England.  Whatever you want to use Hoath House for our aim is to make it your stay and your day. Hoath House is walking distance from five country pubs,  fiftee","Chiddingstone Hoath, Chiddingstone Hoath, Kent, TN8 7DB",TN8 7DB,venues4hire.org,2026-09-03T10:07:15.216373,https://venues4hire.org/venue/details/24974/hoath-house-marquee-venue,tonbridge,False,False,True,True,False,True
House of Agnes - Marquee Venue,Kent,Party Venue,http://www.houseofagnes.co.uk/,Medium (1-150),No parking,No on-site catering,"The modern en-suite bedrooms, all with the same amenities as in the main house,  boast a sleek interior design enhanced with intere",,Bookings Administrator,info@houseofagnes.co.uk,01227 472185,https://www.facebook.com/houseofagnes,https://www.instagram.com/house_of_agnes/,https://twitter.com/HouseofAgnes,,,"Marquee Venue Medium (1-150) The House of Agnes dates back to the 15th Century. It was referred to by name in Charles Dickens’ novel ‘David Copperfield’ as the House of Agnes Wickfield who eventually became David’s second wife. Centrally located, this beautiful Bed and Breakfast has the largest walled garden in Canterbury and free off-road parking. Only 200m from Canterbury West train station and a short walk from the Cathedral, the Marlowe Theatre, restaurants and shops, the main-house has eight boutique-style rooms individually themed on great cities of the world. All are stylishly furnished and with an abundance of amenities including flat-screen TV, DVD player, free Wi-Fi, hairdryer and a well stocked beverage tray. The site of the 15th Century stables has undergone an impressive rebirth and now provides a further eight bedrooms.  The modern en-suite bedrooms, all with the same ameni","71 St Dunstans Street, Saint Dunstans Street, Canterbury, Kent, CT2 8BN",CT2 8BN,venues4hire.org,2026-09-03T10:07:16.104412,https://venues4hire.org/venue/details/25584/house-of-agnes-marquee-venue,canterbury,False,False,True,False,False,True
The Kingston Barn,Canterbury,Wedding Venue,http://www.kingstonbarn.org.uk/,Medium (1-150),Onsite parking,Kitchen: Yes - Full - Facilities to prepare meal,No on-site accommodation,"Onsite parking: 34 spaces, Disabled access, Disabled toilets, Kitchen: Yes - Full - Facilities to prepare meal, Tables: 10 rectangle tables, Seating: 80 chairs, Cutlery, Crockery, Staging, Projector, Projector screen, PA system, The Kingston Barn",Booking Manager,,01227 830766,,,,,,"An old Tithe Barn, set in the peaceful village of Kingston, near Canterbury, Kent. Used primarily as a meeting place for villagers for various activities. Also available for private hire for children's parties,family parties and business meetings. An ideal venue for wedding receptions.","25 The Street, Kingston, Canterbury, Kent, CT4 6JB",CT4 6JB,venues4hire.org,2026-09-03T10:07:19.172681,https://venues4hire.org/venue/details/6748/the-kingston-barn,canterbury,False,True,False,True,True,False
Stone Court House,Maidstone,Conference Venue,https://www.stonecourthouse.com/,Extra Large (300+),No parking,No on-site catering,Has onsite accommodation,"Nearby parking: Within 50 metres, Disabled access, Disabled toilets, Tables: 15 round tables,, 4 rectangle tables, Seating: 179 chairs, Cutlery, Crockery, WiFi",Saban Demirbasa,,07500 070065,https://www.facebook.com/stonecourthousehotelweddings,https://www.instagram.com/stonecourthouse/,,,,"Historic Venue Extra Large (300+) At Stone Court House, we can host a wide range of events. Whether it's a business meeting, birthday celebration, or a wedding anniversary. Located in central Maidstone with 116 restaurants, bars, cafes and hundreds of shops all within a short walk from our luxurious boutique hotel is a perfect venue hire for any occasion. With a rich history spanning over 700 years, our stunning Georgian townhouse offers a blend of elegance and style, making your event memorable and beautiful. Our venue is designed to cater to various group sizes, from intimate gatherings to grand celebrations. We invite you to experience our unique atmosphere, where history meets modern sophistication and with Dry Hire prices from as little as £200 for 8 hours is the equivalent to only £25 per hour","Stone Court House, 28 Lower Stone Street, Maidstone, Kent, ME15 6LX",ME15 6LX,venues4hire.org,2026-09-03T10:08:02.754950,https://venues4hire.org/venue/details/41268/stone-court-house,maidstone,False,False,False,True,False,False
Nettlestead Place,Nettlestead,Conference Venue,http://www.nettlesteadplace.co.uk/,Medium (1-150),Onsite parking,No on-site catering,No on-site accommodation,"Onsite parking: 80 spaces, Disabled access, Disabled toilets, Tables: 20 round tables,, 20 rectangle tables, Seating: 130 chairs,, 3 benches, Cutlery, Crockery, Bridal Suite",Annabel Tucker,enquiries@nettlestead-place.co.uk,01622 812205,https://www.facebook.com/NettlesteadPL/?locale=en_GB,https://www.instagram.com/nettlesteadplace/,https://twitter.com/nettlesteadpl?lang=en,,,Weddings Nettlestead Place is a medieval manor house. It is situated in the heart of Kent between Tonbridge and Maidstone  with panoramic views over the River Medway and beautiful countryside beyond. The wedding room is a thirteenth century Undercroft that seats up to 120 for the ceremony. It combines a stately formality with a warm intimacy. Greater numbers for the reception maybe accommodated in a Marquee which is in the 10 acre garden starred in the Good Garden Guide. Nettlestead Place hold just one event at a time and is versatile enough for any couple,"Nettlestead Place, Nettlestead, Nettlestead, Kent, ME18 5HA",ME18 5HA,venues4hire.org,2026-09-03T10:08:08.977148,https://venues4hire.org/venue/details/13005/nettlestead-place,maidstone,False,False,True,True,True,False
The Hop Farm,Paddock Wood,Conference Venue,http://www.thehopfarm.co.uk/venue,Extra Large (300+),Onsite parking,"We can cater for all types of corporate or private event - be it a conference, seminar, party or a prom, with guest numbers fro",Has onsite accommodation,"Onsite parking: 1000 spaces, Disabled access, Disabled toilets, Lift, Tables: 500 round tables,, 500 rectangle tables, Seating: 2000 chairs,, 1000 benches, Cutlery, Crockery, Bar: Yes - Fully stocked, WiFi, Staging, Projector, Projector screen",Bookings Administrator,,01622 872068,https://www.facebook.com/TheHopFarm,https://www.instagram.com/hopfarm/,https://twitter.com/hopfarm,,,"Weddings The Hop Farm is a unique and beautiful venue in the heart of the Kent countryside. Set amongst the largest collection of Victorian oast houses in the world, The Hop Farm, is a spectacular backdrop for possibly the most exhilarating day of your life. Conferences and Meetings We can cater for all types of corporate or private event - be it a conference, seminar, party or a prom, with guest numbers from 15 to 450.","The Hop Farm, Maidstone Rd, Paddock Wood, Kent, TN12 6PY",TN12 6PY,venues4hire.org,2026-09-03T10:08:15.323057,https://venues4hire.org/venue/details/14450/the-hop-farm,tonbridge,False,False,False,True,True,False
Bedlam Paintball Chatham,Chatham,Corporate Venue,http://www.bedlampaintball.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Booking administrator,info@bedlam.co.uk,01315 231505,https://www.facebook.com/BedlamPaintball/,https://www.instagram.com/bedlam_paintball/,https://twitter.com/bedlampaintball,,,Team Building Venue Medium (1-150) Venue that can be hired for private functions,"Revenge Road, Revenge Road, Chatham, England, ME5 8UD",ME5 8UD,venues4hire.org,2026-09-03T10:08:21.608095,https://venues4hire.org/venue/details/32966/bedlam-paintball-chatham,maidstone,False,False,False,False,False,False
Bedlam Paintball Kent,Upper Harbledown,Corporate Venue,http://www.bedlampaintball.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Booking administrator,info@bedlam.co.uk,01315 231505,https://www.facebook.com/BedlamPaintball/,https://www.instagram.com/bedlam_paintball/,https://twitter.com/bedlampaintball,,,Team Building Venue Medium (1-150) Venue that can be hired for private functions,"Upper Harbledown Harbledown, Upper Harbledown Harbledown, Upper Harbledown, England, CT2 9AX",CT2 9AX,venues4hire.org,2026-09-03T10:08:23.439561,https://venues4hire.org/venue/details/32907/bedlam-paintball-kent,canterbury,False,False,False,False,False,False
Bedlam Paintball Longfield,Longfield Hill,Corporate Venue,http://www.bedlampaintball.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Booking administrator,info@bedlam.co.uk,01315 231505,https://www.facebook.com/BedlamPaintball/,https://www.instagram.com/bedlam_paintball/,https://twitter.com/bedlampaintball,,,Team Building Venue Medium (1-150) Venue that can be hired for private functions,"Longfield,  Kent, Longfield,  Kent, Longfield Hill, England, DA3 7AN",DA3 7AN,venues4hire.org,2026-09-03T10:08:24.370944,https://venues4hire.org/venue/details/32945/bedlam-paintball-longfield,dartford,False,False,False,False,False,False
Bedlam Paintball Upper Harbledown,Upper Harbledown,Corporate Venue,http://www.bedlampaintball.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Booking administrator,info@bedlam.co.uk,01315 231505,https://www.facebook.com/BedlamPaintball/,https://www.instagram.com/bedlam_paintball/,https://twitter.com/bedlampaintball,,,Team Building Venue Medium (1-150) Venue that can be hired for private functions,"Old London Road, Old London Road, Upper Harbledown, England, CT2 9AX",CT2 9AX,venues4hire.org,2026-09-03T10:08:25.259605,https://venues4hire.org/venue/details/32967/bedlam-paintball-upper-harbledown,canterbury,False,False,False,False,False,False
