Venue Name	URL	Score	Issue Category	Severity	Issue Description	Recommended Improvement
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	contact	warning	No social media links — all three social icons are unfilled placeholders	"Add the venue's Facebook, Twitter/X and Instagram profile URLs"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	facilities	warning	Only 1 facilities listed (Parking)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	contact	warning	"Missing social media link(s): Twitter/X (shown as a dead ""#"" link)"	"Add the venue's Twitter/X profile URL(s) — the placeholder ""#"" links look broken to visitors"
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Tenterden Trout Waters Coombe Farm	https://www.kentvenues.co.uk/venues/tenterden-trout-waters-coombe-farm	41	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	description	warning	Description is very short (65 characters)	"Expand the description to at least 200 characters covering key details like venue style, setting, and ideal event types"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	photos	critical	No photographs on the listing	"Add a minimum of 5 high-quality photographs showing the venue exterior, main spaces, and set-up examples"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	contact	warning	"Missing social media link(s): Twitter/X, Instagram (shown as a dead ""#"" link)"	"Add the venue's Twitter/X and Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	contact	suggestion	No venue website link on the listing	Embed or link the venue's own website so visitors can research further
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Thanet Training Centre	https://www.kentvenues.co.uk/venues/thanet-training-centre	0	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	contact	warning	No social media links — all three social icons are unfilled placeholders	"Add the venue's Facebook, Twitter/X and Instagram profile URLs"
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
The Abbey Hotel	https://www.kentvenues.co.uk/venues/the-abbey-hotel	22	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
